t,semimajor,eccentricity,argumentPeriapsis,inclination,ascendingNode
58777.0486111111,6800026.64546606,0.00199843333753741,1.53532351078027,1.01220926346803e-05,3.14674173505472
58777.0491898148,6800025.06410921,0.00193975755520993,1.5786479738969,1.02797421160658e-05,3.13167958095157
58777.0497685185,6800023.49061007,0.00187955605056203,1.62131876176488,1.04566889450349e-05,3.1172642659525
58777.0503472222,6800021.92997157,0.00181787761232992,1.66311424372239,1.0652378676741e-05,3.10371746651359
58777.0509259259,6800020.38714784,0.00175477208434189,1.70384455672114,1.0865942111366e-05,3.09122911326725
58777.0515046296,6800018.86702826,0.00169029032002868,1.74335491168956,1.10962300838477e-05,3.07995408441606
58777.0520833333,6800017.3744219,0.00162448413704273,1.7815268453767,1.13418536151803e-05,3.07001095357868
58777.052662037,6800015.91404219,0.00155740627204976,1.81827765044363,1.16012267088321e-05,3.06148255932164
58777.0532407407,6800014.49049218,0.00148911033575878,1.85355834242731,1.18726094031241e-05,3.05441803775703
58777.0538194444,6800013.10825006,0.00141965076824141,1.88735057754565,1.21541491817035e-05,3.04883590423906
58777.0543981481,6800011.7716553,0.0013490827945907,1.91966293017837,1.24439193965168e-05,3.04472777532961
